etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
620    | #kydˈoːniam# | *#t͡ʃedˈond͡ʒa# | *#t͡ʃedˈond͡ʒə# | *#t͡ʃedˈond͡ʒə# {GOLD: #ɡutˈəje#}
621    | #kotˈoːneum# | *#kotˈond͡ʒu# | *#kutˈond͡ʒu# | *#kutˈonʒ# {GOLD: #ɡutˈuj#}
622    | #mˈeːlum# | *#mˈelu# | *#mˈeɾu# | *#mˈər# {GOLD: #mˈər#}
623    | #nˈukem# | *#nˈut͡ʃe# | *#nˈut͡ʃe# | *#nˈut͡ʃe# {GOLD: #nˈuk#}
624    | #pˈersikum# | *#pˈɛseku# | *#pje̯ˈaseku# | *#pjˈesek# {GOLD: #pjˈersek#}
625    | #pˈirum# | *#pˈeru# | *#pˈeɾu# | *#pˈər# {GOLD: #pˈər#}
626    | #pˈoːmum# | *#pˈomu# | *#pˈumu# | *#pˈum# {GOLD: #pˈom#}
627    | #pˈoːma# | *#pˈoma# | *#pˈumə# | *#pˈumə# {GOLD: #po̯ˈamə#}
628    | #prˈuːnum# | *#prˈunu# | *#pɾˈunu# | *#prˈun# {GOLD: #prˈun#}
629    | #kˈornuː# | *#kˈornu# | *#kˈoɾnu# | *#kˈorn# {GOLD: #kˈorn#}
630    | #mˈoːrus# | *#mˈoru# | *#mˈoɾu# | *#mˈor# {GOLD: #mˈur#}
631    | #palˈumbam# | *#palˈumba# | *#pəɾˈumbə# | *#pərˈumbə# {GOLD: #porˈumbə#}
632    | #abˈuːwa# | *#aˈua# | *#aˈua# | *#aˈua# {GOLD: #aˈuə#}
633    | #wˈiːtea# | *#ˈid͡za# | *#jˈid͡zə# | *#ˈizə# {GOLD: #vˈit͡sə#}
634    | #hˈederam# | *#ˈɛdera# | *#je̯ˈadeɾə# | *#jˈederə# {GOLD: #jˈederə#}
635    | #laːbrˈuːskam# | *#lawrˈuska# | *#ləwɾˈuskə# | *#ləwrˈuskə# {GOLD: #ləwrˈuskə#}
636    | #sabˈuːkum# | *#saˈuku# | *#səˈuku# | *#səˈuk# {GOLD: #sˈok#}
637    | #sˈorbum# | *#sˈorbu# | *#sˈoɾbu# | *#sˈorb# {GOLD: #sˈorb#}
638    | #tˈuːfam# | *#tˈufa# | *#tˈufə# | *#tˈufə# {GOLD: #tˈufə#}
639    | #ɡrˈaːnum# | *#ɡrˈanu# | *#ɡɾˈənu# | *#ɡrˈɨn# {GOLD: #ɡrˈɨw#}
640    | #hˈordeum# | *#ˈord͡ʒu# | *#ˈoɾd͡ʒu# | *#ˈorʒ# {GOLD: #ˈorz#}
641    | #mˈilium# | *#mˈeld͡ʒu# | *#mˈeld͡ʒu# | *#mˈəlʒ# {GOLD: #mˈej#}
642    | #sekˈaːle# | *#sekˈale# | *#sekˈaɾe# | *#sekˈare# {GOLD: #sekˈarə#}
643    | #ˈaːlium# | *#ˈald͡ʒu# | *#ˈald͡ʒu# | *#ˈalʒ# {GOLD: #ˈaj#}
644    | #kawlˈikulum# | *#kawlˈekulu# | *#kəwɾˈekuɾu# | *#kəwrˈekur# {GOLD: #kurˈekj#}
645    | #kukˈurbitam# | *#kukˈurbeta# | *#kukˈuɾbetə# | *#kukˈurbətə# {GOLD: #kurkubˈetə#}
646    | #laktˈuːkam# | *#lastˈuka# | *#ləstˈukə# | *#lɨstˈukə# {GOLD: #ləptˈukə#}
647    | #leɡˈuːmen# | *#leɡˈume# | *#leɡˈume# | *#leɡˈume# {GOLD: #leɡˈumə#}
648    | #lˈentem# | *#lˈɛnte# | *#lˈente# | *#lˈinte# {GOLD: #lˈinte#}
649    | #nˈaːpum# | *#nˈapu# | *#nˈapu# | *#nˈap# {GOLD: #nˈap#}
650    | #pˈepinem# | *#pˈɛpene# | *#pje̯ˈapene# | *#pjˈepine# {GOLD: #pˈepene#}
651    | #pˈorrum# | *#pˈorru# | *#pˈorru# | *#pˈor# {GOLD: #pˈur#}
652    | #raːdˈiːkula# | *#radˈikula# | *#rrəd͡zˈikuɾə# | *#rəzˈikurə# {GOLD: #ridˈike#}
653    | #fˈeːnum# | *#fˈenu# | *#fˈenu# | *#fˈɨn# {GOLD: #fˈɨn#}
654    | #hˈerbam# | *#ˈɛrba# | *#je̯ˈaɾbə# | *#jˈarbə# {GOLD: #jˈarbə#}
655    | #trifˈolium# | *#trefˈold͡ʒu# | *#tɾefˈold͡ʒu# | *#trefˈolʒ# {GOLD: #trifˈoj#}
656    | #kˈannapum# | *#kˈannapu# | *#kˈannəpu# | *#kˈanəp# {GOLD: #kˈɨnepə#}
657    | #kˈannapam# | *#kˈannapa# | *#kˈannəpə# | *#kˈanəpə# {GOLD: #kˈɨnepə#}
658    | #lˈiːnum# | *#lˈinu# | *#ʎˈinu# | *#ˈin# {GOLD: #ˈin#}
659    | #awrˈeolum# | *#awrjˈolu# | *#aw?0ˈoɾu# | *#aw?1ˈor# {GOLD: #aliˈor#}
660    | #kˈalkem# | *#kˈalt͡ʃe# | *#kˈalt͡ʃe# | *#kˈalt͡ʃe# {GOLD: #kˈalt͡ʃe#}
661    | #fˈilikem# | *#fˈelet͡ʃe# | *#fe̯ˈaɾet͡ʃe# | *#fˈaret͡ʃe# {GOLD: #fˈeret͡ʃe#}
662    | #frˈaːɡum# | *#frˈaɡu# | *#fɾˈaɡu# | *#frˈaɡ# {GOLD: #frˈaɡə#}
663    | #frˈaːɡum# | *#frˈaɡu# | *#fɾˈaɡu# | *#frˈaɡ# {GOLD: #frˈaɡ#}
664    | #lˈawrus# | *#lˈawru# | *#lˈawɾu# | *#lˈawr# {GOLD: #lˈawr#}
665    | #mˈalwa# | *#mˈala# | *#mˈaɾə# | *#mˈarə# {GOLD: #nˈalbə#}
666    | #mˈentam# | *#mˈɛnta# | *#mˈentə# | *#mˈɨntə# {GOLD: #mˈintə#}
667    | #pˈapyrum# | *#pˈaperu# | *#pˈapeɾu# | *#pˈapər# {GOLD: #pˈapurə#}
668    | #plantˈaɡinem# | *#plantˈad͡ʒene# | *#pləntˈad͡ʒene# | *#plɨntˈad͡ʒine# {GOLD: #pətlˈad͡ʒinə#}
669    | #urtˈiːkam# | *#urtˈika# | *#uɾt͡sˈikə# | *#urt͡sˈikə# {GOLD: #urzˈikə#}
670    | #wˈiola# | *#jˈola# | *#jo̯ˈaɾə# | *#jo̯ˈarə# {GOLD: #vio̯ˈarə#}
671    | #bˌoːlˈeːtem# | *#bolˈete# | *#buɾe̯ˈate# | *#burˈete# {GOLD: #burˈete#}
672    | #ˈeːskam# | *#ˈeska# | *#e̯ˈaskə# | *#e̯ˈaskə# {GOLD: #jˈaskə#}
673    | #ˌanimˈaːlia# | *#anmˈald͡ʒa# | *#anmˈald͡ʒə# | *#anmˈald͡ʒə# {GOLD: #nəmˈaje#}
674    | #dˌomˈestikum# | *#domˈɛsteku# | *#dumje̯ˈasteku# | *#dumjˈestek# {GOLD: #dumˈestik#}
675    | #sˌilwˈaːtikum# | *#selˈateku# | *#seɾˈateku# | *#serˈatek# {GOLD: #səlbˈatik#}
676    | #wˈiːtam# | *#ˈita# | *#jˈitə# | *#ˈitə# {GOLD: #vˈitə#}
677    | #brˈankam# | *#brˈanka# | *#bɾˈankə# | *#brˈankə# {GOLD: #brˈɨnkə#}
678    | #kˈoːdam# | *#kˈoda# | *#ko̯ˈadə# | *#ko̯ˈadə# {GOLD: #ko̯ˈadə#}
679    | #kˈomam# | *#kˈoma# | *#kˈumə# | *#kˈumə# {GOLD: #ko̯ˈamə#}
680    | #dˌeːpˈoːne# | *#depˈone# | *#depˈune# | *#depˈune# {GOLD: #depˈune#}
681    | #ˌekstˌirpˈeː# | *#sterpˈe# | *#steɾpˈe# | *#sterpˈe# {GOLD: #stɨrpˈi#}
682    | #ˌekstˈirpum# | *#stˈerpu# | *#stˈeɾpu# | *#stˈerp# {GOLD: #stˈerp#}
683    | #fˌeːtˈaː# | *#fetˈa# | *#fetˈa# | *#fətˈa# {GOLD: #fətˈa#}
684    | #ˌinkˌaballikˈaː# | *#enkaallekˈa# | *#enkəalekˈa# | *#inkəalekˈa# {GOLD: #ɨnkəlekˈa#}
685    | #lˈakte# | *#lˈapte# | *#lˈapte# | *#lˈapte# {GOLD: #lˈapte#}
686    | #mˈuːlam# | *#mˈula# | *#mˈuɾə# | *#mˈurə# {GOLD: #mˈurə#}
687    | #pˈallium# | *#pˈalld͡ʒu# | *#pˈald͡ʒu# | *#pˈalʒ# {GOLD: #pˈaj#}
688    | #pˈantikem# | *#pˈantet͡ʃe# | *#pˈantet͡ʃe# | *#pˈantet͡ʃe# {GOLD: #pˈɨntet͡ʃe#}
689    | #rˌuːmiɡˈaː# | *#rumeɡˈa# | *#rrumeɡˈa# | *#ruməɡˈa# {GOLD: #rumeɡˈa#}
690    | #lˌaːtrˈaː# | *#latrˈa# | *#lətɾˈa# | *#lətrˈa# {GOLD: #lətrˈa#}
691    | #mˌorsikˈaː# | *#mosekˈa# | *#musekˈa# | *#musekˈa# {GOLD: #mursekˈa#}
692    | #mˌuːɡˈiː# | *#mud͡ʒˈi# | *#mud͡ʒˈi# | *#mud͡ʒj̊# {GOLD: #mud͡ʒˈi#}
693    | #rˈaɡe# | *#rˈad͡ʒe# | *#rrˈad͡ʒe# | *#rˈad͡ʒe# {GOLD: #rˈad͡ʒe#}
694    | #rhˌonkid͡zˈaː# | *#ront͡ʃed͡zˈa# | *#rrunt͡ʃed͡zˈa# | *#runt͡ʃezˈa# {GOLD: #rɨnkezˈa#}
695    | #rˌiːmˈaː# | *#rimˈa# | *#rremˈa# | *#rɨmˈa# {GOLD: #rɨmˈa#}
696    | #ˌarmissˈaːrium# | *#armsˈard͡ʒu# | *#aɾmsˈaɾd͡ʒu# | *#armsˈarʒ# {GOLD: #arməsˈar#}
697    | #ˌaɡnˈellum# | *#annˈɛllu# | *#anɲˈelu# | *#anjˈel# {GOLD: #mjˈel#}
698    | #ˌannˈoːtinum# | *#annˈotenu# | *#anno̯ˈatenu# | *#ano̯ˈatin# {GOLD: #no̯ˈaten#}
699    | #ˌarˈietem# | *#arete# | *#aɾete# | *#arete# {GOLD: #arˈete#}
700    | #ˈasinum# | *#ˈasenu# | *#ˈasenu# | *#ˈasin# {GOLD: #ˈasin#}
701    | #bˈowum# | *#bˈou# | *#bˈou# | *#bˈo# {GOLD: #bˈow#}
702    | #kˌabˈallum# | *#kaˈallu# | *#kəˈalu# | *#kəˈal# {GOLD: #kˈal#}
703    | #kˈanem# | *#kˈane# | *#kˈəne# | *#kˈɨne# {GOLD: #kˈɨjne#}
704    | #kˈapram# | *#kˈapra# | *#kˈapɾə# | *#kˈaprə# {GOLD: #kˈaprə#}
705    | #kˌaprˈiːnam# | *#kaprˈina# | *#kəp?0ˈinə# | *#kəp?1ˈinə# {GOLD: #kəprˈinə#}
706    | #kˌatˈellam# | *#katˈɛlla# | *#kət͡se̯ˈawə# | *#kət͡sˈawə# {GOLD: #kət͡se̯ˈa#}
707    | #kˈokkinum# | *#kˈot͡ʃenu# | *#ko̯ˈat͡ʃenu# | *#ko̯ˈat͡ʃin# {GOLD: #ko̯ˈat͡ʃin#}
708    | #kˌornˈutum# | *#kornˈutu# | *#kuɾnˈutu# | *#kurnˈut# {GOLD: #kornˈut#}
709    | #ˈekwam# | *#ˈɛpa# | *#je̯ˈapə# | *#jˈapə# {GOLD: #jˈapə#}
710    | #hˈae̯dum# | *#ˈae̯du# | *#ˈae̯du# | *#ˈae̯d# {GOLD: #jˈed#}
711    | #iˌuːnˈiːkem# | *#d͡ʒunˈit͡ʃe# | *#d͡ʒuɲˈit͡ʃe# | *#ʒuˈit͡ʃe# {GOLD: #ʒunˈit͡ʃe#}
712    | #iˌuwˈenkum# | *#d͡ʒuˈɛnku# | *#d͡ʒuˈenku# | *#ʒuˈink# {GOLD: #ʒˈunk#}
713    | #iˌuwˈenkam# | *#d͡ʒuˈɛnka# | *#d͡ʒuˈenkə# | *#ʒuˈinkə# {GOLD: #ʒˈunkə#}
714    | #mˈuskulum# | *#mˈuskulu# | *#mˈuskuɾu# | *#mˈuskur# {GOLD: #mˈuskur#}
715    | #ˌowˈiːnam# | *#oˈina# | *#ujˈinə# | *#uˈinə# {GOLD: #ˈojnə#}
716    | #ˈowem# | *#ˈoe# | *#o̯ˈae# | *#o̯ˈae# {GOLD: #o̯ˈaje#}
717    | #pˌekuˈiːnam# | *#pet͡ʃˈina# | *#pet͡ʃˈinə# | *#pet͡ʃˈinə# {GOLD: #pəkˈujnə#}
718    | #pˈorkum# | *#pˈorku# | *#pˈoɾku# | *#pˈork# {GOLD: #pˈork#}
719    | #pˌorkˈellum# | *#port͡ʃˈɛllu# | *#puɾt͡ʃˈelu# | *#purt͡ʃˈel# {GOLD: #purt͡ʃˈel#}
720    | #pˌorkˈellam# | *#port͡ʃˈɛlla# | *#puɾt͡ʃe̯ˈawə# | *#purt͡ʃe̯ˈawə# {GOLD: #purt͡ʃe̯ˈa#}
721    | #pˌorkˈiːnam# | *#port͡ʃˈina# | *#puɾt͡ʃˈinə# | *#purt͡ʃˈinə# {GOLD: #purt͡ʃˈinə#}
722    | #rˈubeum# | *#rˈud͡zu# | *#rrˈud͡zu# | *#rˈuz# {GOLD: #rˈojb#}
723    | #skrˈoːfam# | *#skrˈofa# | *#skɾo̯ˈafə# | *#skro̯ˈafə# {GOLD: #skro̯ˈafə#}
724    | #tˈawrum# | *#tˈawru# | *#tˈawɾu# | *#tˈawr# {GOLD: #tˈawr#}
725    | #tˌertiˈaːnum# | *#terd͡ʒˈanu# | *#teɾd͡ʒˈənu# | *#terd͡ʒˈɨn# {GOLD: #tert͡sˈɨn#}
726    | #tˈertium# | *#tˈɛrd͡ʒu# | *#t͡sˈeɾd͡ʒu# | *#t͡sˈerʒ# {GOLD: #tert͡sˈiw#}
727    | #tertˈiːwum# | *#tertˈiu# | *#teɾt͡sˈiu# | *#tert͡sˈi# {GOLD: #tert͡sˈiw#}
728    | #wˈakkam# | *#ˈaka# | *#ˈakə# | *#ˈakə# {GOLD: #vˈakə#}
729    | #wˈerrem# | *#ˈɛrre# | *#je̯ˈarre# | *#jˈarə# {GOLD: #vjˈer#}
730    | #bˌerbˈeːkem# | *#berbˈet͡ʃe# | *#beɾbe̯ˈat͡ʃe# | *#bərbˈat͡ʃe# {GOLD: #berbˈet͡ʃe#}
731    | #wˌitˈellam# | *#etˈɛlla# | *#et͡se̯ˈawə# | *#et͡sˈawə# {GOLD: #vit͡se̯ˈa#}
732    | #wˌitˈellum# | *#etˈɛllu# | *#et͡sˈelu# | *#et͡sˈel# {GOLD: #vit͡sˈel#}
733    | #wˌitˈuleum# | *#etˈuld͡ʒu# | *#etˈuld͡ʒu# | *#etˈulʒ# {GOLD: #vətˈuj#}
734    | #wˌitˈuleam# | *#etˈuld͡ʒa# | *#etˈuld͡ʒə# | *#etˈuld͡ʒə# {GOLD: #vətˈuje#}
735    | #bˈuːbalum# | *#bˈualu# | *#bˈuaɾu# | *#bˈuar# {GOLD: #bˈowr#}
736    | #kˈerwum# | *#t͡ʃˈɛru# | *#t͡ʃˈeɾu# | *#t͡ʃˈer# {GOLD: #t͡ʃˈerb#}
737    | #lˈeporem# | *#lˈɛpore# | *#ʎe̯ˈapuɾe# | *#jˈapure# {GOLD: #jˈepure#}
738    | #lˈupum# | *#lˈupu# | *#lˈupu# | *#lˈup# {GOLD: #lˈup#}
739    | #mˌikstˈiːkium# | *#mstˈid͡zu# | *#mst͡sˈid͡zu# | *#mst͡sˈiz# {GOLD: #mistrˈet͡s#}
740    | #sˈoːrikem# | *#sˈoret͡ʃe# | *#so̯ˈaɾet͡ʃe# | *#so̯ˈaret͡ʃe# {GOLD: #ʃo̯ˈaret͡ʃe#}
741    | #ˈursum# | *#ˈusu# | *#ˈusu# | *#ˈus# {GOLD: #ˈurs#}
742    | #wˈulpem# | *#ˈulpe# | *#ˈulpe# | *#ˈulpe# {GOLD: #vˈulpe#}
743    | #ˈalapam# | *#ˈalapa# | *#ˈaɾəpə# | *#ˈarəpə# {GOLD: #ˈaripə#}
744    | #krˌistˈaːtum# | *#krstˈatu# | *#kɾstˈatu# | *#krstˈat# {GOLD: #krestˈat#}
745    | #kˈubium# | *#kˈud͡zu# | *#kˈud͡zu# | *#kˈuz# {GOLD: #kˈujb#}
746    | #ˌekswolˈaː# | *#solˈa# | *#suɾˈa# | *#surˈa# {GOLD: #zburˈa#}
747    | #pˈasserem# | *#pˈasere# | *#pˈaseɾe# | *#pˈasere# {GOLD: #pˈasəre#}
748    | #pˈinnam# | *#pˈenna# | *#pˈennə# | *#pˈɨnə# {GOLD: #pˈanə#}
749    | #pˈinnulam# | *#pˈennula# | *#pˈennuɾə# | *#pˈɨnurə# {GOLD: #pˈənurə#}
750    | #pˈullam# | *#pˈulla# | *#pˈuvə# | *#pˈuvə# {GOLD: #pˈulə#}
751    | #pˈulleum# | *#pˈulld͡ʒu# | *#pˈuld͡ʒu# | *#pˈulʒ# {GOLD: #pˈuj#}
752    | #kˌaːpˈoːnem# | *#kapˈone# | *#kəpˈune# | *#kəpˈune# {GOLD: #kəpˈun#}
753    | #ɡˌallˈiːnam# | *#ɡallˈina# | *#ɡəʎˈinə# | *#ɡəˈinə# {GOLD: #ɡəˈinə#}
754    | #ˈakwilam# | *#ˈat͡ʃela# | *#ˈat͡ʃeɾə# | *#ˈat͡ʃerə# {GOLD: #ˈat͡ʃirə#}
755    | #kˈukum# | *#kˈuku# | *#kˈuku# | *#kˈuk# {GOLD: #kˈuk#}
756    | #drˌepanˈellam# | *#drepanˈɛlla# | *#dɾepəɲe̯ˈawə# | *#drepəjˈawə# {GOLD: #drepne̯ˈa#}
757    | #ɡˈaiam# | *#d͡ʒɛˈa# | *#d͡ʒe̯ˈa# | *#d͡ʒe̯ˈa# {GOLD: #ɡˈaje#}
758    | #ɡˈalɡulum# | *#ɡˈalɡulu# | *#ɡˈalɡuɾu# | *#ɡˈalɡur# {GOLD: #ɡrˈanɡur#}
759    | #ɡrˈaulum# | *#ɡrˈalu# | *#ɡɾˈaɾu# | *#ɡrˈar# {GOLD: #ɡrˈawr#}
760    | #ɡrˈuem# | *#ɡrwˈe# | *#ɡɾwˈe# | *#ɡrwˈe# {GOLD: #ɡrˈuj#}
761    | #hˌirundinˈellam# | *#erundenˈɛlla# | *#eɾundeɲe̯ˈawə# | *#erundijˈawə# {GOLD: #rɨndune̯ˈa#}
762    | #mˈerulam# | *#mˈɛrla# | *#mje̯ˈaɾlə# | *#mjˈarlə# {GOLD: #mjˈerlə#}
763    | #palˈumbum# | *#palˈumbu# | *#pəɾˈumbu# | *#pərˈumb# {GOLD: #porˈumb#}
764    | #pˌeturnˈiːkulam# | *#peturnˈikula# | *#petuɾɲˈikuɾə# | *#pəturˈikurə# {GOLD: #poturnˈike#}
765    | #pˌerwˌiɡilaːtˈoːriam# | *#pered͡ʒelatˈord͡ʒa# | *#peɾed͡ʒeɾəto̯ˈaɾd͡ʒə# | *#pered͡ʒerəto̯ˈard͡ʒə# {GOLD: #priviɡeto̯ˈare#}
766    | #pˌerwˌiɡilˈaː# | *#pered͡ʒelˈa# | *#peɾed͡ʒeɾˈa# | *#pered͡ʒerˈa# {GOLD: #priveɡe̯ˈa#}
767    | #strˈiɡam# | *#strˈeɡa# | *#stɾe̯ˈaɡə# | *#stre̯ˈaɡə# {GOLD: #strˈiɡə#}
768    | #stˈurdium# | *#stˈurd͡ʒu# | *#stˈuɾd͡ʒu# | *#stˈurʒ# {GOLD: #stˈurz#}
769    | #tˈurturem# | *#tˈurture# | *#tˈuɾtuɾe# | *#tˈurture# {GOLD: #tˈurturə#}
770    | #tˌurturˈellam# | *#turturˈɛlla# | *#tuɾtu?0e̯ˈawə# | *#turtu?1e̯ˈawə# {GOLD: #turture̯ˈa#}
771    | #ˌupˈupad͡zam# | *#upˈupad͡za# | *#upˈupəd͡zə# | *#upˈupəzə# {GOLD: #pˈupəzə#}
772    | #wˈulturem# | *#ˈulture# | *#ˈultuɾe# | *#ˈulture# {GOLD: #vˈultur#}
773    | #lˈaktiːs# | *#lˈapti# | *#lˈapt͡si# | *#lˈapt͡sj̊# {GOLD: #lˈapt͡sj#}
774    | #pˌiskˈaːrium# | *#pskˈard͡ʒu# | *#pskˈaɾd͡ʒu# | *#pskˈarʒ# {GOLD: #pəskˈar#}
775    | #brˈoːskam# | *#brˈoska# | *#bɾo̯ˈaskə# | *#bro̯ˈaskə# {GOLD: #bro̯ˈaskə#}
776    | #sˈerpeːns# | *#sˈɛrpe# | *#ʃe̯ˈaɾpe# | *#ʃˈarpe# {GOLD: #ʃˈarpe#}
777    | #sˌerpˈentiam# | *#serpˈɛnd͡ʒa# | *#seɾpˈend͡ʒə# | *#serpˈɨnd͡ʒə# {GOLD: #ʃerpˈɨnt͡sə#}
778    | #wˈiːperam# | *#ˈipera# | *#jˈipeɾə# | *#ˈipərə# {GOLD: #vˈiperə#}
779    | #kˈaːrium# | *#kˈard͡ʒu# | *#kˈaɾd͡ʒu# | *#kˈarʒ# {GOLD: #kˈar#}
780    | #kˌawˈoːnem# | *#kaˈone# | *#kəˈune# | *#kəˈune# {GOLD: #ɡəˈun#}
781    | #kˈiːmikem# | *#t͡ʃˈimet͡ʃe# | *#t͡ʃˈimet͡ʃe# | *#t͡ʃˈimet͡ʃe# {GOLD: #t͡ʃˈint͡ʃe#}
782    | #fˌormˈiːkam# | *#formˈika# | *#fuɾmjˈikə# | *#furmˈikə# {GOLD: #furnˈikə#}
783    | #ɡrˌyllˈiolum# | *#ɡrelljˈolu# | *#ɡɾeʎˈoɾu# | *#ɡrejˈor# {GOLD: #ɡrˈejer#}
784    | #lˌakˈustam# | *#lakˈusta# | *#ləkˈustə# | *#ləkˈustə# {GOLD: #ləkˈustə#}
785    | #lˈendinem# | *#lˈɛndene# | *#lˈendene# | *#lˈindine# {GOLD: #lˈindinə#}
786    | #lˌumbrˈiːkum# | *#lumbrˈiku# | *#lumb?0ˈiku# | *#lumb?1ˈik# {GOLD: #limbrˈik#}
787    | #mˈuskam# | *#mˈuska# | *#mˈuskə# | *#mˈuskə# {GOLD: #mˈuskə#}
788    | #ˌoe̯strˈikulum# | *#oe̯strˈekulu# | *#ue̯stɾˈekuɾu# | *#ue̯strˈekur# {GOLD: #strˈeke#}
789    | #pˌeːdˈukulum# | *#pedˈukulu# | *#pedˈukuɾu# | *#pədˈukur# {GOLD: #pədˈuke#}
790    | #pˈuːlikem# | *#pˈulet͡ʃe# | *#pˈuɾet͡ʃe# | *#pˈuret͡ʃe# {GOLD: #pˈurit͡ʃe#}
791    | #tˌabˈoːnem# | *#taˈone# | *#təˈune# | *#təˈune# {GOLD: #təˈun#}
792    | #wˈermem# | *#ˈɛrme# | *#jˈeɾme# | *#jˈerme# {GOLD: #vjˈerme#}
793    | #wˈespam# | *#ˈɛspa# | *#je̯ˈaspə# | *#jˈaspə# {GOLD: #vjˈespe#}
794    | #ˌekskˈurtum# | *#skˈurtu# | *#skˈuɾtu# | *#skˈurt# {GOLD: #skˈurt#}
795    | #kˈurtum# | *#kˈurtu# | *#kˈuɾtu# | *#kˈurt# {GOLD: #kˈurt#}
796    | #dˌeˈorsum# | *#d͡ʒˈosu# | *#d͡ʒˈosu# | *#ʒˈos# {GOLD: #ʒˈos#}
797    | #dˌeːsˈertum# | *#desˈɛrtu# | *#deʃˈeɾtu# | *#deʃˈert# {GOLD: #deʃˈert#}
798    | #ˌeksˈaːmen# | *#sˈame# | *#sˈəme# | *#sˈəme# {GOLD: #sˈamə#}
799    | #fˈalkem# | *#fˈalt͡ʃe# | *#fˈalt͡ʃe# | *#fˈalt͡ʃe# {GOLD: #fˈalt͡ʃe#}
800    | #ɡrˈewem# | *#ɡrˈɛe# | *#ɡ?0e̯ˈae# | *#ɡ?1ˈee# {GOLD: #ɡrˈew#}
801    | #ˌimpˌutˈaː# | *#emputˈa# | *#emputˈa# | *#imputˈa# {GOLD: #ɨmputˈa#}
802    | #ˌintˈeɡrum# | *#entˈɛɡru# | *#ent͡sˈeɡɾu# | *#int͡sˈeɡrw̍# {GOLD: #ɨntrˈeɡ#}
803    | #lˈonɡum# | *#lˈonɡu# | *#lˈonɡu# | *#lˈonɡ# {GOLD: #lˈunɡ#}
804    | #mˌeːnsˈuːram# | *#mesˈura# | *#mesˈuɾə# | *#məsˈurə# {GOLD: #məsˈurə#}
805    | #mˌeːnsuːrˈaː# | *#mesurˈa# | *#mesuɾˈa# | *#məsurˈa# {GOLD: #məsurˈa#}
806    | #mˈiːkam# | *#mˈika# | *#mjˈikə# | *#mˈikə# {GOLD: #mˈikə#}
807    | #mˌinˈuːtum# | *#menˈutu# | *#menˈutu# | *#mɨnˈut# {GOLD: #mərˈunt#}
808    | #mˈultum# | *#mˈultu# | *#mˈultu# | *#mˈult# {GOLD: #mˈult#}
809    | #nˌumerˈaː# | *#numerˈa# | *#numeɾˈa# | *#numərˈa# {GOLD: #numərˈa#}
810    | #nˈumerum# | *#nˈumeru# | *#nˈumeɾu# | *#nˈumər# {GOLD: #nˈumər#}
811    | #pˌarˈikulum# | *#parˈekulu# | *#pəɾˈekuɾu# | *#pərˈekur# {GOLD: #perˈeke#}
812    | #pˈartem# | *#pˈarte# | *#pˈaɾte# | *#pˈarte# {GOLD: #pˈarte#}
813    | #pˈassum# | *#pˈasu# | *#pˈasu# | *#pˈas# {GOLD: #pˈas#}
814    | #pˈettiam# | *#pˈɛtd͡ʒa# | *#pje̯ˈatd͡ʒə# | *#pjˈatd͡ʒə# {GOLD: #pˈɨt͡sə#}
815    | #plˈeːnum# | *#plˈenu# | *#plˈenu# | *#plˈin# {GOLD: #plˈin#}
816    | #kwˈantum# | *#pˈantu# | *#pˈantu# | *#pˈant# {GOLD: #kˈɨt#}
817    | #sˈinɡulum# | *#sˈenɡulu# | *#sˈenɡuɾu# | *#sˈinɡur# {GOLD: #sˈinɡur#}
818    | #sˈummam# | *#sˈuma# | *#sˈumə# | *#sˈumə# {GOLD: #sˈumə#}
819    | #tˈoːtum# | *#tˈotu# | *#tˈotu# | *#tˈot# {GOLD: #tˈot#}
820    | #tˈoːtam# | *#tˈota# | *#to̯ˈatə# | *#to̯ˈatə# {GOLD: #to̯ˈatə#}
821    | #ˈambiː# | *#ˈambi# | *#ˈambji# | *#ˈambj̊# {GOLD: #ˈɨmbj#}
822    | #ˌantˈaneum# | *#antˈand͡ʒu# | *#antˈand͡ʒu# | *#antˈanʒ# {GOLD: #ɨntˈɨj#}
823    | #kwˈiːnkwe# | *#t͡ʃˈint͡ʃe# | *#t͡ʃˈint͡ʃe# | *#t͡ʃˈint͡ʃe# {GOLD: #t͡ʃˈint͡ʃj#}
824    | #dˈoːs# | *#dˈoj# | *#dˈoj# | *#dˈoj# {GOLD: #dˈoj#}
825    | #mˈiːlia# | *#mˈild͡ʒa# | *#mjˈild͡ʒə# | *#mˈild͡ʒə# {GOLD: #mˈije#}
826    | #nˈowem# | *#nˈoe# | *#no̯ˈae# | *#no̯ˈae# {GOLD: #nˈowə#}
827    | #ˈoktoː# | *#ˈopto# | *#ˈoptu# | *#ˈopt# {GOLD: #ˈopt#}
828    | #kwˈattuor# | *#pˈatbro# | *#pˈatbɾu# | *#pˈatbrw̍# {GOLD: #pˈatru#}
829    | #sˈessem# | *#sˈɛse# | *#ʃe̯ˈase# | *#ʃˈase# {GOLD: #ʃˈase#}
830    | #ˌannoːtˈertioː# | *#annotˈɛrd͡ʒo# | *#annut͡sˈeɾd͡ʒu# | *#anut͡sˈerʒ# {GOLD: #ant͡sˈərt͡s#}
831    | #trˈeːs# | *#trˈej# | *#tɾˈej# | *#trˈej# {GOLD: #trˈej#}
832    | #ˈuːnum# | *#ˈunu# | *#ˈunu# | *#ˈun# {GOLD: #ˈunu#}
